word1,word2,label1,label2,sim_value
cup,object,n,n,3.69
cup,entity,n,n,2.15
cup,drink,n,n,7.25
cup,food,n,n,5.0
cup,substance,n,n,1.92
cup,liquid,n,n,5.9
jaguar,cat,n,n,7.42
jaguar,car,n,n,7.27
energy,secretary,n,n,1.81
secretary,senate,n,n,5.06
energy,laboratory,n,n,5.09
computer,laboratory,n,n,6.78
weapon,secret,n,n,6.06
FBI,fingerprint,n,n,6.94
FBI,investigation,n,n,8.31
investigation,effort,n,n,4.59
Mars,water,n,n,2.94
Mars,scientist,n,n,5.63
news,report,n,n,8.16
canyon,landscape,n,n,7.53
image,surface,n,n,4.56
discovery,space,n,n,6.34
water,seepage,n,n,6.56
sign,recess,n,n,2.38
Wednesday,news,n,n,2.22
mile,kilometer,n,n,8.66
computer,news,n,n,4.47
territory,surface,n,n,5.34
atmosphere,landscape,n,n,3.69
president,medal,n,n,3.0
war,troops,n,n,8.13
record,number,n,n,6.31
skin,eye,n,n,6.22
Japanese,American,n,n,6.5
theater,history,n,n,3.91
volunteer,motto,n,n,2.56
prejudice,recognition,n,n,3.0
decoration,valor,n,n,5.63
century,year,n,n,7.59
century,nation,n,n,3.16
delay,racism,n,n,1.19
delay,news,n,n,3.31
minister,party,n,n,6.63
peace,plan,n,n,4.75
minority,peace,n,n,3.69
attempt,peace,n,n,4.25
government,crisis,n,n,6.56
deployment,departure,n,n,4.25
deployment,withdrawal,n,n,5.88
energy,crisis,n,n,5.94
announcement,news,n,n,7.56
announcement,effort,n,n,2.75
stroke,hospital,n,n,7.03
disability,death,n,n,5.47
victim,emergency,n,n,6.47
treatment,recovery,n,n,7.91
journal,association,n,n,4.97
doctor,personnel,n,n,5.0
doctor,liability,n,n,5.19
liability,insurance,n,n,7.03
school,center,n,n,3.44
reason,hypertension,n,n,2.31
reason,criterion,n,n,5.91
hundred,percent,n,n,7.38
Harvard,Yale,n,n,8.13
hospital,infrastructure,n,n,4.63
death,row,n,n,5.25
death,inmate,n,n,5.03
lawyer,evidence,n,n,6.69
life,death,n,n,7.88
life,term,n,n,4.5
word,similarity,n,n,4.75
board,recommendation,n,n,4.47
governor,interview,n,n,3.25
OPEC,country,n,n,5.63
peace,atmosphere,n,n,3.69
peace,insurance,n,n,2.94
territory,kilometer,n,n,5.28
travel,activity,n,n,5.0
competition,price,n,n,6.44
consumer,confidence,n,n,4.13
consumer,energy,n,n,4.75
problem,airport,n,n,2.38
car,flight,n,n,4.94
credit,card,n,n,8.06
credit,information,n,n,5.31
hotel,reservation,n,n,8.03
grocery,money,n,n,5.94
registration,arrangement,n,n,6.0
arrangement,accommodation,n,n,5.41
month,hotel,n,n,1.81
type,kind,n,n,8.97
arrival,hotel,n,n,6.0
bed,closet,n,n,6.72
closet,clothes,n,n,8.0
situation,conclusion,n,n,4.81
situation,isolation,n,n,3.88
impartiality,interest,n,n,5.16
direction,combination,n,n,2.25
street,place,n,n,6.44
street,avenue,n,n,8.88
street,block,n,n,6.88
street,children,n,n,4.94
listing,proximity,n,n,2.56
listing,category,n,n,6.38
cell,phone,n,n,7.81
production,hike,n,n,1.75
benchmark,index,n,n,4.25
media,trading,n,n,3.88
media,gain,n,n,2.88
dividend,payment,n,n,7.63
dividend,calculation,n,n,6.48
calculation,computation,n,n,8.44
currency,market,n,n,7.5
OPEC,oil,n,n,8.59
oil,stock,n,n,6.34
announcement,production,n,n,3.38
announcement,warning,n,n,6.0
profit,warning,n,n,3.88
profit,loss,n,n,7.63
dollar,yen,n,n,7.78
dollar,buck,n,n,9.22
dollar,profit,n,n,7.38
dollar,loss,n,n,6.09
computer,software,n,n,8.5
network,hardware,n,n,8.31
phone,equipment,n,n,7.13
equipment,maker,n,n,5.91
luxury,car,n,n,6.47
five,month,n,n,3.38
report,gain,n,n,3.63
investor,earning,n,n,7.13
liquid,water,n,n,7.89
baseball,season,n,n,5.97
game,victory,n,n,7.03
game,team,n,n,7.69
marathon,sprint,n,n,7.47
game,series,n,n,6.19
game,defeat,n,n,6.97
seven,series,n,n,3.56
seafood,sea,n,n,7.47
seafood,food,n,n,8.34
seafood,lobster,n,n,8.7
lobster,food,n,n,7.81
lobster,wine,n,n,5.7
food,preparation,n,n,6.22
video,archive,n,n,6.34
start,year,n,n,4.06
start,match,n,n,4.47
game,round,n,n,5.97
boxing,round,n,n,7.61
championship,tournament,n,n,8.36
fighting,defeating,n,n,7.41
line,insurance,n,n,2.69
day,summer,n,n,3.94
summer,drought,n,n,7.16
summer,nature,n,n,5.63
day,dawn,n,n,7.53
nature,environment,n,n,8.31
environment,ecology,n,n,8.81
nature,man,n,n,6.25
man,woman,n,n,8.3
man,governor,n,n,5.25
murder,manslaughter,n,n,8.53
soap,opera,n,n,7.94
opera,performance,n,n,6.88
life,lesson,n,n,5.94
focus,life,n,n,4.06
production,crew,n,n,6.25
television,film,n,n,7.72
lover,quarrel,n,n,6.19
viewer,serial,n,n,2.97
possibility,girl,n,n,1.94
population,development,n,n,3.75
morality,importance,n,n,3.31
morality,marriage,n,n,3.69
Mexico,Brazil,n,n,7.44
gender,equality,n,n,6.41
change,attitude,n,n,5.44
family,planning,n,n,6.25
opera,industry,n,n,2.63
sugar,approach,n,n,0.88
practice,institution,n,n,3.19
ministry,culture,n,n,4.69
problem,challenge,n,n,6.75
size,prominence,n,n,5.31
country,citizen,n,n,7.31
planet,people,n,n,5.75
development,issue,n,n,3.97
experience,music,n,n,3.47
music,project,n,n,3.63
glass,metal,n,n,5.56
aluminum,metal,n,n,7.83
chance,credibility,n,n,3.88
exhibit,memorabilia,n,n,5.31
concert,virtuoso,n,n,6.81
rock,jazz,n,n,7.59
museum,theater,n,n,7.19
observation,architecture,n,n,4.38
space,world,n,n,6.53
preservation,world,n,n,6.19
admission,ticket,n,n,7.69
shower,thunderstorm,n,n,6.31
shower,flood,n,n,6.03
weather,forecast,n,n,8.34
disaster,area,n,n,6.25
governor,office,n,n,6.34
architecture,century,n,n,3.78
